"技能id{id,int}(id,number)","技能名称(name,string)","技能描述(description,string)","前置技能1{pre_1_id,int}(pre_skill_1,number)","前置技能2{pre_2_id,int}(pre_skill_2,number)","技能图标(icon,string)","技能类型{type,int}(type,number)","开启SP消耗{need_sp,int}(sp_cost,number)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array|number)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",限制条件描述
21530058,速度谋策2,回合开始时，位于十字方向上、魔防低于自身的敌人速度-4,21530057,0,,6,120,55,{},{22201413},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530059,速度谋策3,回合开始时，位于十字方向上、魔防低于自身的敌人速度-5,21530058,0,,6,240,55,{},{22201414},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530060,防守谋策1,回合开始时，位于十字方向上、魔防低于自身的敌人防守-3,0,0,,6,60,55,{},{22201511},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530061,防守谋策2,回合开始时，位于十字方向上、魔防低于自身的敌人防守-4,21530060,0,,6,120,55,{},{22201512},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530062,防守谋策3,回合开始时，位于十字方向上、魔防低于自身的敌人防守-5,21530061,0,,6,240,55,{},{22201513},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530063,魔防谋策1,回合开始时，位于十字方向上、魔防低于自身的敌人魔防-3,0,0,,6,60,55,{},{22201611},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530064,魔防谋策2,回合开始时，位于十字方向上、魔防低于自身的敌人魔防-4,21530063,0,,6,120,55,{},{22201612},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530065,魔防谋策3,回合开始时，位于十字方向上、魔防低于自身的敌人魔防-5,21530064,0,,6,240,55,{},{22201613},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530066,重装备行军1,回合开始时，自身HP为100%时若周围1格内有我方重装备单位，则自身和与自身相邻我方重装单位移动+1,0,0,,6,60,41,"{22110016,22140001}",{22227201},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2}",
21530067,重装备行军2,回合开始时，自身HP为50%以上时若周围1格内有我方重装备单位，则自身和与自身相邻我方重装单位移动+1,21530066,0,,6,120,41,"{22110011,22140001}",{22227201},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2}",
21530068,重装备行军3,回合开始时，若周围1格内有我方重装备单位，则自身和与自身相邻我方重装单位移动+1,21530067,0,,6,240,41,{22140001},{22227201},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2}",
21530069,空中前导1,自身HP为100%，周围2格内的我方步行及重装单位可以移动至自身相邻的格子,0,0,,6,60,48,"{22110016,22137001,22140001}",{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530070,空中前导2,自身HP大于50%，周围2格内的我方步行及重装单位可以移动至自身相邻的格子,21530069,0,,6,120,48,"{22110011,22137001,22140001}",{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530071,空中前导3,周围2格内的我方步行及重装单位可以移动至自身相邻的格子,21530070,0,,6,240,48,"{22137001,22140001}",{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530072,飞行前导1,自身HP为100%，周围2格内的我方飞行单位，可以移动至自身相邻的格子。,0,0,,6,60,48,"{22110016,22139001}",{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530073,飞行前导2,自身HP大于50%，周围2格内的我方飞行单位，可以移动至自身相邻的格子。,21530072,0,,6,120,48,"{22110011,22139001}",{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530074,飞行前导3,周围2格内的我方飞行单位，可以移动至自身相邻的格子。,21530073,0,,6,240,48,{22139001},{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530075,魔防之波·奇数1,奇数回合开始时，自身和与自身相邻我方单位魔防+2,0,0,,6,60,41,{},{22201620},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530076,魔防之波·奇数2,奇数回合开始时，自身和与自身相邻我方单位魔防+4,21530075,0,,6,120,41,{},{22201622},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530077,魔防之波·奇数3,奇数回合开始时，自身和与自身相邻我方单位魔防+6,21530076,0,,6,240,41,{},{22201624},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530078,攻击之波·奇数1,奇数回合开始时，自身和与自身相邻我方单位攻击+2,0,0,,6,60,41,{},{22201322},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530079,攻击之波·奇数2,奇数回合开始时，自身和与自身相邻我方单位攻击+4,21530078,0,,6,120,41,{},{22201324},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530080,攻击之波·奇数3,奇数回合开始时，自身和与自身相邻我方单位攻击+6,21530079,0,,6,240,41,{},{22201326},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530081,速度之波·偶数1,偶数回合开始时，自身和与自身相邻我方单位速度+2,0,0,,6,60,41,{},{22201418},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530082,速度之波·偶数2,偶数回合开始时，自身和与自身相邻我方单位速度+4,21530081,0,,6,120,41,{},{22201420},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530083,速度之波·偶数3,偶数回合开始时，自身和与自身相邻我方单位速度+6,21530082,0,,6,240,41,{},{22201422},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530084,攻击纹章1,与自身相邻我方，战斗中攻击+2,0,0,,6,50,47,{},{22201302},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530085,攻击纹章2,与自身相邻我方，战斗中攻击+3,21530084,0,,6,100,47,{},{22201303},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530086,攻击纹章3,与自身相邻我方，战斗中攻击+4,21530085,0,,6,200,41,{},{22201304},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530087,速度纹章1,与自身相邻我方，战斗中速度+2,0,0,,6,50,41,{},{22201402},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530088,速度纹章2,与自身相邻我方，战斗中速度+3,21530087,0,,6,100,47,{},{22201403},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530089,速度纹章3,与自身相邻我方，战斗中速度+4,21530088,0,,6,200,47,{},{22201404},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530090,防守纹章1,与自身相邻我方，战斗中防守+2,0,0,,6,50,41,{},{22201502},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530091,防守纹章2,与自身相邻我方，战斗中防守+3,21530090,0,,6,100,41,{},{22201503},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530092,防守纹章3,与自身相邻我方，战斗中防守+4,21530091,0,,6,200,47,{},{22201504},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530093,魔防纹章1,与自身相邻我方，战斗中魔防+2,0,0,,6,50,47,{},{22201602},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530094,魔防纹章2,与自身相邻我方，战斗中魔防+3,21530093,0,,6,100,41,{},{22201603},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530095,魔防纹章3,与自身相邻我方，战斗中魔防+4,21530094,0,,6,200,41,{},{22201604},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530096,攻击速度纹章1,与自身相邻我方，战斗中攻击及速度+2,21530087,21530084,,6,120,47,{},"{22201302,22201402}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530097,攻击速度纹章2,与自身相邻我方，战斗中攻击及速度+3,21530096,0,,6,240,47,{},"{22201303,22201403}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530098,攻击防守纹章1,与自身相邻我方，战斗中攻击及防守+2,21530090,21530084,,6,120,41,{},"{22201302,22201502}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530099,攻击防守纹章2,与自身相邻我方，战斗中攻击及防守+3,21530098,0,,6,240,41,{},"{22201303,22201503}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530100,速度防守纹章1,与自身相邻我方，战斗中速度及防守+2,21530090,21530087,,6,120,47,{},"{22201402,22201502}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530101,速度防守纹章2,与自身相邻我方，战斗中速度及防守+3,21530100,0,,6,240,47,{},"{22201403,22201503}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530102,防守魔防纹章1,与自身相邻我方，战斗中防守及魔防+2,21530093,21530090,,6,120,41,{},"{22201502,22201602}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530103,防守魔防纹章2,与自身相邻我方，战斗中防守及魔防+3,21530102,0,,6,240,41,{},"{22201503,22201603}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530104,攻击大纹章1,周围2格内的我方，战斗中攻击+2,21530084,0,,6,120,48,{},{22201302},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530105,攻击大纹章2,周围2格内的我方，战斗中攻击+3,21530104,0,,6,240,48,{},{22201303},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530106,速度大纹章1,周围2格内的我方，战斗中速度+2,21530087,0,,6,120,48,{},{22201402},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530107,速度大纹章2,周围2格内的我方，战斗中速度+3,21530106,0,,6,240,48,{},{22201403},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530108,防守大纹章1,周围2格内的我方，战斗中防守+2,21530090,0,,6,120,48,{},{22201502},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530109,防守大纹章2,周围2格内的我方，战斗中防守+3,21530108,0,,6,240,48,{},{22201503},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530110,魔防大纹章1,周围2格内的我方，战斗中魔防+2,21530093,0,,6,120,48,{},{22201602},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530111,魔防大纹章2,周围2格内的我方，战斗中魔防+3,21530110,0,,6,240,48,{},{22201603},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530112,骑刃纹章,周围2格内的我方骑兵单位，战斗中攻击及速度+4,21530088,21530085,,6,200,48,{22138001},"{22201304,22201404}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{3},
21530113,骑盾纹章,周围2格内的我方骑兵单位，战斗中防守及魔防+4,21530094,21530091,,6,200,48,{22138001},"{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{3},
21530114,飞刃纹章,周围2格内的我方飞行单位，战斗中攻击及速度+4,21530088,21530085,,6,200,48,{22139001},"{22201304,22201404}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530115,飞盾纹章,周围2格内的我方飞行单位，战斗中防守及魔防+4,21530094,21530091,,6,200,48,{22139001},"{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530116,重刃纹章,周围2格内的我方重装单位，战斗中攻击及速度+4,21530088,21530085,,6,200,48,{22140001},"{22201304,22201404}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21530117,重盾纹章,周围2格内的我方重装单位，战斗中防守及魔防+4,21530094,21530091,,6,200,48,{22140001},"{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21530118,龙刃纹章,周围2格内的我方龙单位，战斗中攻击及速度+4,21530088,21530085,,6,200,48,{22154001},"{22201304,22201404}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
21530119,龙盾纹章,周围2格内的我方龙单位，战斗中防守及魔防+4,21530094,21530091,,6,200,48,{22154001},"{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
21530120,攻击紫烟1,战斗后，对方周围2格内的敌人攻击-3,0,0,,6,60,50,{},{22201316},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530121,攻击紫烟2,战斗后，对方周围2格内的敌人攻击-5,21530120,0,,6,120,50,{},{22201318},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530122,攻击紫烟3,战斗后，对方周围2格内的敌人攻击-7,21530121,0,,6,240,50,{},{22201320},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530123,速度紫烟1,战斗后，对方周围2格内的敌人速度-3,0,0,,6,60,50,{},{22201412},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530124,速度紫烟2,战斗后，对方周围2格内的敌人速度-5,21530123,0,,6,120,50,{},{22201414},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530125,速度紫烟3,战斗后，对方周围2格内的敌人速度-7,21530124,0,,6,240,50,{},{22201416},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530126,防守紫烟1,战斗后，对方周围2格内的敌人防守-3,0,0,,6,60,50,{},{22201511},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530127,防守紫烟2,战斗后，对方周围2格内的敌人防守-5,21530126,0,,6,120,50,{},{22201513},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530128,防守紫烟3,战斗后，对方周围2格内的敌人防守-7,21530127,0,,6,240,50,{},{22201515},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530129,魔防紫烟1,战斗后，对方周围2格内的敌人魔防-3,0,0,,6,60,50,{},{22201611},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530130,魔防紫烟2,战斗后，对方周围2格内的敌人魔防-5,21530129,0,,6,120,50,{},{22201613},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530131,魔防紫烟3,战斗后，对方周围2格内的敌人魔防-7,21530130,0,,6,240,50,{},{22201615},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530132,生命气息1,由自身发动攻击时，战斗后，恢复自身周围1格的我方3HP,0,0,,6,50,41,{22101001},{22201203},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530133,生命气息2,由自身发动攻击时，战斗后，恢复自身周围1格的我方5HP,21530132,0,,6,100,41,{22101001},{22201205},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530134,生命气息3,由自身发动攻击时，战斗后，恢复自身周围1格的我方7HP,21530133,0,,6,200,41,{22101001},{22201207},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530135,死亡气息1,由自身发动攻击时，战斗后，给予对方周围2格内的敌人3伤害,0,0,,6,50,44,{22101001},{22219003},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
