"ID{id,int}(idx)","装备CID{equipCid,int}(num,equipCid)","装备星级{star,int}(num,star)","属性类型{attType,ints}(fun,attType)","属性值{value,ints}(fun,attVal)","计算类型{calType,ints}(fun,calType)","升级到下一星级消耗{costs,json_funcs}(json,costs)",
56701494,56550049,5,"{1,4}","{460,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701495,56550050,0,"{3,4}","{0,0}","{1,1}",,
56701496,56550050,1,"{3,4}","{152,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701497,56550050,2,"{3,4}","{304,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701498,56550050,3,"{3,4}","{456,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701499,56550050,4,"{3,4}","{608,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701500,56550050,5,"{3,4}","{760,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701501,56560001,0,"{5,4}","{0,0}","{1,1}",,
56701502,56560001,1,"{5,4}","{658,32}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701503,56560001,2,"{5,4}","{1316,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701504,56560001,3,"{5,4}","{1974,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701505,56560001,4,"{5,4}","{2632,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701506,56560001,5,"{5,4}","{3290,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701507,56560002,0,"{5,4}","{0,0}","{1,1}",,
56701508,56560002,1,"{5,4}","{666,32}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701509,56560002,2,"{5,4}","{1332,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701510,56560002,3,"{5,4}","{1998,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701511,56560002,4,"{5,4}","{2664,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701512,56560002,5,"{5,4}","{3330,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701513,56560003,0,"{5,4}","{0,0}","{1,1}",,
56701514,56560003,1,"{5,4}","{666,32}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701515,56560003,2,"{5,4}","{1332,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701516,56560003,3,"{5,4}","{1998,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701517,56560003,4,"{5,4}","{2664,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701518,56560003,5,"{5,4}","{3330,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701519,56560004,0,"{5,4}","{0,0}","{1,1}",,
56701520,56560004,1,"{5,4}","{672,32}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701521,56560004,2,"{5,4}","{1344,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701522,56560004,3,"{5,4}","{2016,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701523,56560004,4,"{5,4}","{2688,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701524,56560004,5,"{5,4}","{3360,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701525,56560005,0,"{5,4}","{0,0}","{1,1}",,
56701526,56560005,1,"{5,4}","{686,40}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701527,56560005,2,"{5,4}","{1372,80}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701528,56560005,3,"{5,4}","{2058,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701529,56560005,4,"{5,4}","{2744,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701530,56560005,5,"{5,4}","{3430,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701531,56560006,0,"{5,4}","{0,0}","{1,1}",,
56701532,56560006,1,"{5,4}","{678,40}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701533,56560006,2,"{5,4}","{1356,80}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701534,56560006,3,"{5,4}","{2034,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701535,56560006,4,"{5,4}","{2712,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701536,56560006,5,"{5,4}","{3390,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701537,56560007,0,"{5,4}","{0,0}","{1,1}",,
56701538,56560007,1,"{5,4}","{998,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701539,56560007,2,"{5,4}","{1996,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701540,56560007,3,"{5,4}","{2994,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701541,56560007,4,"{5,4}","{3992,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701542,56560007,5,"{5,4}","{4990,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701543,56560008,0,"{5,4}","{0,0}","{1,1}",,
56701544,56560008,1,"{5,4}","{1008,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701545,56560008,2,"{5,4}","{2016,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701546,56560008,3,"{5,4}","{3024,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701547,56560008,4,"{5,4}","{4032,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701548,56560008,5,"{5,4}","{5040,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701549,56560009,0,"{5,4}","{0,0}","{1,1}",,
56701550,56560009,1,"{5,4}","{832,50}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701551,56560009,2,"{5,4}","{1664,100}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701552,56560009,3,"{5,4}","{2496,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701553,56560009,4,"{5,4}","{3328,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701554,56560009,5,"{5,4}","{4160,250}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701555,56560010,0,"{5,4}","{0,0}","{1,1}",,
56701556,56560010,1,"{5,4}","{848,50}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701557,56560010,2,"{5,4}","{1696,100}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701558,56560010,3,"{5,4}","{2544,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701559,56560010,4,"{5,4}","{3392,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701560,56560010,5,"{5,4}","{4240,250}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701561,56560011,0,"{5,4}","{0,0}","{1,1}",,
56701562,56560011,1,"{5,4}","{652,30}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701563,56560011,2,"{5,4}","{1304,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701564,56560011,3,"{5,4}","{1956,90}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701565,56560011,4,"{5,4}","{2608,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701566,56560011,5,"{5,4}","{3260,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701567,56560012,0,"{5,4}","{0,0}","{1,1}",,
56701568,56560012,1,"{5,4}","{638,30}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701569,56560012,2,"{5,4}","{1276,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701570,56560012,3,"{5,4}","{1914,90}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701571,56560012,4,"{5,4}","{2552,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701572,56560012,5,"{5,4}","{3190,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701573,56560013,0,"{5,4}","{0,0}","{1,1}",,
56701574,56560013,1,"{5,4}","{646,30}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701575,56560013,2,"{5,4}","{1292,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701576,56560013,3,"{5,4}","{1938,90}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701577,56560013,4,"{5,4}","{2584,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701578,56560013,5,"{5,4}","{3230,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701579,56560014,0,"{5,4}","{0,0}","{1,1}",,
56701580,56560014,1,"{5,4}","{646,30}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701581,56560014,2,"{5,4}","{1292,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701582,56560014,3,"{5,4}","{1938,90}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701583,56560014,4,"{5,4}","{2584,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701584,56560014,5,"{5,4}","{3230,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701585,56560015,0,"{5,4}","{0,0}","{1,1}",,
56701586,56560015,1,"{5,4}","{646,38}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701587,56560015,2,"{5,4}","{1292,76}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701588,56560015,3,"{5,4}","{1938,114}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701589,56560015,4,"{5,4}","{2584,152}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701590,56560015,5,"{5,4}","{3230,190}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701591,56560016,0,"{5,4}","{0,0}","{1,1}",,
56701592,56560016,1,"{5,4}","{646,40}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701593,56560016,2,"{5,4}","{1292,80}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701594,56560016,3,"{5,4}","{1938,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701595,56560016,4,"{5,4}","{2584,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701596,56560016,5,"{5,4}","{3230,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701597,56560017,0,"{5,4}","{0,0}","{1,1}",,
56701598,56560017,1,"{5,4}","{948,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701599,56560017,2,"{5,4}","{1896,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701600,56560017,3,"{5,4}","{2844,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701601,56560017,4,"{5,4}","{3792,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701602,56560017,5,"{5,4}","{4740,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701603,56560018,0,"{5,4}","{0,0}","{1,1}",,
56701604,56560018,1,"{5,4}","{938,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701605,56560018,2,"{5,4}","{1876,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701606,56560018,3,"{5,4}","{2814,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701607,56560018,4,"{5,4}","{3752,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701608,56560018,5,"{5,4}","{4690,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701609,56560019,0,"{5,4}","{0,0}","{1,1}",,
56701610,56560019,1,"{5,4}","{790,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701611,56560019,2,"{5,4}","{1580,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701612,56560019,3,"{5,4}","{2370,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701613,56560019,4,"{5,4}","{3160,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701614,56560019,5,"{5,4}","{3950,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701615,56560020,0,"{5,4}","{0,0}","{1,1}",,
56701616,56560020,1,"{5,4}","{806,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701617,56560020,2,"{5,4}","{1612,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701618,56560020,3,"{5,4}","{2418,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701619,56560020,4,"{5,4}","{3224,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701620,56560020,5,"{5,4}","{4030,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701621,56560021,0,"{5,4}","{0,0}","{1,1}",,
56701622,56560021,1,"{5,4}","{604,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701623,56560021,2,"{5,4}","{1208,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701624,56560021,3,"{5,4}","{1812,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701625,56560021,4,"{5,4}","{2416,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701626,56560021,5,"{5,4}","{3020,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701627,56560022,0,"{5,4}","{0,0}","{1,1}",,
56701628,56560022,1,"{5,4}","{594,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701629,56560022,2,"{5,4}","{1188,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701630,56560022,3,"{5,4}","{1782,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701631,56560022,4,"{5,4}","{2376,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701632,56560022,5,"{5,4}","{2970,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701633,56560023,0,"{5,4}","{0,0}","{1,1}",,
56701634,56560023,1,"{5,4}","{616,30}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701635,56560023,2,"{5,4}","{1232,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701636,56560023,3,"{5,4}","{1848,90}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701637,56560023,4,"{5,4}","{2464,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701638,56560023,5,"{5,4}","{3080,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701639,56560024,0,"{5,4}","{0,0}","{1,1}",,
56701640,56560024,1,"{5,4}","{610,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701641,56560024,2,"{5,4}","{1220,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701642,56560024,3,"{5,4}","{1830,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701643,56560024,4,"{5,4}","{2440,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701644,56560024,5,"{5,4}","{3050,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701645,56560025,0,"{5,4}","{0,0}","{1,1}",,
56701646,56560025,1,"{5,4}","{594,36}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701647,56560025,2,"{5,4}","{1188,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701648,56560025,3,"{5,4}","{1782,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701649,56560025,4,"{5,4}","{2376,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701650,56560025,5,"{5,4}","{2970,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701651,56560026,0,"{5,4}","{0,0}","{1,1}",,
56701652,56560026,1,"{5,4}","{598,36}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701653,56560026,2,"{5,4}","{1196,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701654,56560026,3,"{5,4}","{1794,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701655,56560026,4,"{5,4}","{2392,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701656,56560026,5,"{5,4}","{2990,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701657,56560027,0,"{5,4}","{0,0}","{1,1}",,
56701658,56560027,1,"{5,4}","{898,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701659,56560027,2,"{5,4}","{1796,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701660,56560027,3,"{5,4}","{2694,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701661,56560027,4,"{5,4}","{3592,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701662,56560027,5,"{5,4}","{4490,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701663,56560028,0,"{5,4}","{0,0}","{1,1}",,
56701664,56560028,1,"{5,4}","{916,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701665,56560028,2,"{5,4}","{1832,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701666,56560028,3,"{5,4}","{2748,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701667,56560028,4,"{5,4}","{3664,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701668,56560028,5,"{5,4}","{4580,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701669,56560029,0,"{5,4}","{0,0}","{1,1}",,
56701670,56560029,1,"{5,4}","{756,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701671,56560029,2,"{5,4}","{1512,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701672,56560029,3,"{5,4}","{2268,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701673,56560029,4,"{5,4}","{3024,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701674,56560029,5,"{5,4}","{3780,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701675,56560030,0,"{5,4}","{0,0}","{1,1}",,
56701676,56560030,1,"{5,4}","{748,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701677,56560030,2,"{5,4}","{1496,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701678,56560030,3,"{5,4}","{2244,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701679,56560030,4,"{5,4}","{2992,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701680,56560030,5,"{5,4}","{3740,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701681,56560031,0,"{5,4}","{0,0}","{1,1}",,
56701682,56560031,1,"{5,4}","{586,30}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701683,56560031,2,"{5,4}","{1172,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701684,56560031,3,"{5,4}","{1758,90}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701685,56560031,4,"{5,4}","{2344,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701686,56560031,5,"{5,4}","{2930,150}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701687,56560032,0,"{5,4}","{0,0}","{1,1}",,
56701688,56560032,1,"{5,4}","{592,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701689,56560032,2,"{5,4}","{1184,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701690,56560032,3,"{5,4}","{1776,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701691,56560032,4,"{5,4}","{2368,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701692,56560032,5,"{5,4}","{2960,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701693,56560033,0,"{5,4}","{0,0}","{1,1}",,
56701694,56560033,1,"{5,4}","{586,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701695,56560033,2,"{5,4}","{1172,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701696,56560033,3,"{5,4}","{1758,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701697,56560033,4,"{5,4}","{2344,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701698,56560033,5,"{5,4}","{2930,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701699,56560034,0,"{5,4}","{0,0}","{1,1}",,
56701700,56560034,1,"{5,4}","{610,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701701,56560034,2,"{5,4}","{1220,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701702,56560034,3,"{5,4}","{1830,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701703,56560034,4,"{5,4}","{2440,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701704,56560034,5,"{5,4}","{3050,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701705,56560035,0,"{5,4}","{0,0}","{1,1}",,
56701706,56560035,1,"{5,4}","{592,36}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701707,56560035,2,"{5,4}","{1184,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701708,56560035,3,"{5,4}","{1776,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701709,56560035,4,"{5,4}","{2368,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701710,56560035,5,"{5,4}","{2960,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701711,56560036,0,"{5,4}","{0,0}","{1,1}",,
56701712,56560036,1,"{5,4}","{592,36}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701713,56560036,2,"{5,4}","{1184,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701714,56560036,3,"{5,4}","{1776,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701715,56560036,4,"{5,4}","{2368,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701716,56560036,5,"{5,4}","{2960,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701717,56560037,0,"{5,4}","{0,0}","{1,1}",,
56701718,56560037,1,"{5,4}","{906,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701719,56560037,2,"{5,4}","{1812,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701720,56560037,3,"{5,4}","{2718,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701721,56560037,4,"{5,4}","{3624,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701722,56560037,5,"{5,4}","{4530,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701723,56560038,0,"{5,4}","{0,0}","{1,1}",,
56701724,56560038,1,"{5,4}","{880,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701725,56560038,2,"{5,4}","{1760,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701726,56560038,3,"{5,4}","{2640,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701727,56560038,4,"{5,4}","{3520,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701728,56560038,5,"{5,4}","{4400,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701729,56560039,0,"{5,4}","{0,0}","{1,1}",,
56701730,56560039,1,"{5,4}","{762,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701731,56560039,2,"{5,4}","{1524,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701732,56560039,3,"{5,4}","{2286,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701733,56560039,4,"{5,4}","{3048,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701734,56560039,5,"{5,4}","{3810,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701735,56560040,0,"{5,4}","{0,0}","{1,1}",,
56701736,56560040,1,"{5,4}","{740,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701737,56560040,2,"{5,4}","{1480,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701738,56560040,3,"{5,4}","{2220,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701739,56560040,4,"{5,4}","{2960,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701740,56560040,5,"{5,4}","{3700,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701741,56560041,0,"{5,4}","{0,0}","{1,1}",,
56701742,56560041,1,"{5,4}","{598,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701743,56560041,2,"{5,4}","{1196,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701744,56560041,3,"{5,4}","{1794,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701745,56560041,4,"{5,4}","{2392,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701746,56560041,5,"{5,4}","{2990,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701747,56560042,0,"{5,4}","{0,0}","{1,1}",,
56701748,56560042,1,"{5,4}","{592,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701749,56560042,2,"{5,4}","{1184,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701750,56560042,3,"{5,4}","{1776,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701751,56560042,4,"{5,4}","{2368,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701752,56560042,5,"{5,4}","{2960,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701753,56560043,0,"{5,4}","{0,0}","{1,1}",,
56701754,56560043,1,"{5,4}","{598,34}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701755,56560043,2,"{5,4}","{1196,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701756,56560043,3,"{5,4}","{1794,102}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701757,56560043,4,"{5,4}","{2392,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701758,56560043,5,"{5,4}","{2990,170}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701759,56560044,0,"{5,4}","{0,0}","{1,1}",,
56701760,56560044,1,"{5,4}","{878,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701761,56560044,2,"{5,4}","{1756,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701762,56560044,3,"{5,4}","{2634,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701763,56560044,4,"{5,4}","{3512,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701764,56560044,5,"{5,4}","{4390,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701765,56560045,0,"{5,4}","{0,0}","{1,1}",,
56701766,56560045,1,"{5,4}","{732,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701767,56560045,2,"{5,4}","{1464,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701768,56560045,3,"{5,4}","{2196,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701769,56560045,4,"{5,4}","{2928,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701770,56560045,5,"{5,4}","{3660,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701771,56560046,0,"{5,4}","{0,0}","{1,1}",,
56701772,56560046,1,"{5,4}","{590,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701773,56560046,2,"{5,4}","{1180,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701774,56560046,3,"{5,4}","{1770,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701775,56560046,4,"{5,4}","{2360,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701776,56560046,5,"{5,4}","{2950,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701777,56560047,0,"{5,4}","{0,0}","{1,1}",,
56701778,56560047,1,"{5,4}","{578,28}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701779,56560047,2,"{5,4}","{1156,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701780,56560047,3,"{5,4}","{1734,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701781,56560047,4,"{5,4}","{2312,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701782,56560047,5,"{5,4}","{2890,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701783,56560048,0,"{5,4}","{0,0}","{1,1}",,
56701784,56560048,1,"{5,4}","{572,36}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701785,56560048,2,"{5,4}","{1144,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701786,56560048,3,"{5,4}","{1716,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701787,56560048,4,"{5,4}","{2288,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701788,56560048,5,"{5,4}","{2860,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701789,56560049,0,"{5,4}","{0,0}","{1,1}",,
56701790,56560049,1,"{5,4}","{894,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
